公司,事业部,员工ID,姓名,出行方式,任务审核状态
公司_0,事业部_1,263260,姓名_512,电动车,已完成
公司_0,事业部_5,264393,姓名_964,电动车,已完成
公司_0,事业部_7,264420,姓名_965,电动车,已完成
公司_0,事业部_6,264450,姓名_966,电动车,已完成
公司_0,事业部_11,264758,姓名_967,公共交通,已完成
公司_0,事业部_13,264992,姓名_968,电动车,已完成
公司_0,事业部_9,265137,姓名_969,公共交通,已完成
公司_0,事业部_0,265507,姓名_970,电动车,已完成
公司_0,事业部_5,266092,姓名_971,公共交通,已完成
公司_0,事业部_3,266213,姓名_973,电动车,已完成
公司_0,事业部_7,266257,姓名_974,公共交通,已完成
公司_0,事业部_11,266501,姓名_975,公共交通,已完成
公司_0,事业部_2,266642,姓名_976,电动车,已完成
公司_0,事业部_5,266720,姓名_977,公共交通,已完成
公司_0,事业部_0,266880,姓名_978,电动车,已完成
公司_0,事业部_10,266979,姓名_979,电动车,已完成
公司_0,事业部_4,267047,姓名_980,电动车,已完成
公司_0,事业部_4,267055,姓名_981,电动车,已完成
公司_0,事业部_11,267093,姓名_982,电动车,已完成
公司_0,事业部_0,267191,姓名_983,电动车,已完成
公司_0,事业部_0,267193,姓名_984,电动车,已完成
公司_0,事业部_2,267220,姓名_985,公共交通,已完成
公司_0,事业部_13,267336,姓名_986,电动车,已完成
公司_0,事业部_11,267347,姓名_987,电动车,已完成
公司_0,事业部_11,267348,姓名_988,电动车,已完成
公司_0,事业部_2,267376,姓名_989,公共交通,已完成
公司_0,事业部_8,267661,姓名_990,电动车,已完成
公司_0,事业部_0,267770,姓名_991,电动车,已完成
公司_0,事业部_13,267815,姓名_992,电动车,已完成
公司_0,事业部_0,267848,姓名_993,电动车,已完成
公司_0,事业部_4,267853,姓名_994,电动车,已完成
公司_0,事业部_13,268192,姓名_995,电动车,已完成
公司_0,事业部_13,268462,姓名_997,电动车,已完成
公司_0,事业部_2,268516,姓名_998,公共交通,已完成
公司_0,事业部_8,268526,姓名_999,电动车,已完成
公司_0,事业部_9,268617,姓名_1000,电动车,待审核
公司_0,事业部_3,268836,姓名_1001,电动车,已完成
公司_0,事业部_2,268898,姓名_1002,公共交通,已完成
公司_0,事业部_6,269136,姓名_1003,电动车,已完成
公司_0,事业部_6,269411,姓名_1006,电动车,已完成
公司_0,事业部_3,269413,姓名_1007,电动车,已完成
公司_0,事业部_4,269517,姓名_1008,电动车,已完成
公司_0,事业部_7,269534,姓名_1009,摩托车,已完成
公司_0,事业部_0,269747,姓名_1010,电动车,已完成
公司_0,事业部_6,269941,姓名_1011,电动车,已完成
公司_0,事业部_2,270044,姓名_1012,公共交通,已完成
公司_0,事业部_2,270672,姓名_1013,公共交通,已完成
公司_0,事业部_0,270787,姓名_1014,电动车,已完成
公司_0,事业部_2,270974,姓名_1015,公共交通,已完成
公司_0,事业部_4,271084,姓名_1016,电动车,已完成
公司_0,事业部_9,271113,姓名_1017,电动车,待审核
公司_0,事业部_2,271161,姓名_1019,公共交通,已完成
公司_0,事业部_2,271163,姓名_1020,公共交通,已完成
公司_0,事业部_5,271222,姓名_1021,电动车,已完成
公司_0,事业部_11,271399,姓名_1022,电动车,已完成
公司_0,事业部_2,271854,姓名_1024,公共交通,已完成
公司_0,事业部_1,272158,姓名_960,电动车,已完成
公司_0,事业部_8,272400,姓名_1025,电动车,已完成
公司_0,事业部_2,273700,姓名_1027,公共交通,已完成
公司_0,事业部_0,273761,姓名_1028,电动车,已完成
公司_0,事业部_7,273958,姓名_1029,摩托车,已完成
公司_0,事业部_9,274130,姓名_1030,电动车,已完成
公司_0,事业部_6,274373,姓名_1032,电动车,已完成
公司_0,事业部_2,274892,姓名_1033,公共交通,已完成
公司_0,事业部_3,275154,姓名_696,电动车,已完成
公司_0,事业部_13,275198,姓名_1034,电动车,已完成
公司_0,事业部_3,275432,姓名_1035,电动车,已完成
公司_0,事业部_9,275452,姓名_1036,电动车,已完成
公司_0,事业部_3,275580,姓名_1038,电动车,已完成
公司_0,事业部_9,275726,姓名_1039,电动车,已完成
公司_0,事业部_5,275731,姓名_1040,公共交通,已完成
公司_0,事业部_4,275817,姓名_1041,电动车,已完成
公司_0,事业部_5,275836,姓名_1042,公共交通,已完成
公司_0,事业部_3,275868,姓名_1043,电动车,已完成
公司_0,事业部_3,275897,姓名_2,电动车,已完成
公司_0,事业部_4,275917,姓名_1044,电动车,已完成
公司_0,事业部_11,290146,姓名_1045,电动车,已完成
公司_0,事业部_2,290302,姓名_1046,公共交通,已完成
公司_0,事业部_10,290305,姓名_1047,电动车,已完成
公司_0,事业部_3,352113,姓名_1048,电动车,已完成
公司_0,事业部_13,353241,姓名_1049,电动车,已完成
公司_0,事业部_6,353242,姓名_1050,电动车,已完成
公司_0,事业部_0,353243,姓名_1051,电动车,已完成
公司_0,事业部_8,353287,姓名_1052,电动车,已完成
公司_0,事业部_12,367099,姓名_1053,电动车,已完成
公司_0,事业部_4,367123,姓名_1054,电动车,已完成
公司_0,事业部_4,367124,姓名_1055,电动车,已完成
公司_0,事业部_2,367257,姓名_1057,公共交通,已完成
公司_0,事业部_4,367260,姓名_1058,电动车,已完成
公司_0,事业部_4,367327,姓名_1059,电动车,已完成
公司_0,事业部_9,367340,姓名_1061,公共交通,已完成
公司_0,事业部_9,367404,姓名_1063,电动车,已完成
公司_0,事业部_4,367610,姓名_1065,电动车,已完成
公司_0,事业部_2,367640,姓名_1066,电动车,已完成
公司_0,事业部_2,367714,姓名_1068,公共交通,已完成
公司_0,事业部_0,367864,姓名_1069,电动车,已完成
公司_0,事业部_0,368028,姓名_1070,电动车,已完成
公司_0,事业部_11,368558,姓名_1071,电动车,已完成
公司_0,事业部_2,368573,姓名_1072,公共交通,已完成
公司_0,事业部_0,369465,姓名_1074,电动车,已完成
公司_0,事业部_11,369467,姓名_1075,电动车,已完成
公司_0,事业部_13,370087,姓名_1077,电动车,已完成
公司_0,事业部_7,370357,姓名_1078,电动车,已完成
公司_0,事业部_0,370399,姓名_1079,电动车,已完成
公司_0,事业部_3,370467,姓名_1080,电动车,已完成
公司_0,事业部_11,371538,姓名_1083,电动车,已完成
公司_0,事业部_6,372003,姓名_1084,电动车,已完成
公司_0,事业部_2,372134,姓名_1085,公共交通,已完成
公司_0,事业部_4,372135,姓名_1086,电动车,已完成
公司_0,事业部_4,373118,姓名_1088,电动车,已完成
公司_0,事业部_7,373183,姓名_1089,电动车,已完成
公司_0,事业部_9,373436,姓名_1090,电动车,已完成
公司_0,事业部_9,373437,姓名_1091,电动车,已完成
公司_0,事业部_9,373439,姓名_1092,电动车,已完成
公司_0,事业部_7,373510,姓名_1093,电动车,已完成
公司_0,事业部_2,373707,姓名_1095,公共交通,已完成
公司_0,事业部_3,373758,姓名_1096,电动车,已完成
公司_0,事业部_13,374804,姓名_1097,电动车,已完成
公司_0,事业部_6,374962,姓名_1098,电动车,已完成
公司_0,事业部_1,375369,姓名_1100,电动车,已完成
公司_0,事业部_2,375427,姓名_1101,公共交通,已完成
公司_0,事业部_2,20168412,姓名_4,电动车,已完成
公司_0,事业部_2,20190098,姓名_5,公共交通,已完成
公司_0,事业部_2,20191954,姓名_6,公共交通,已完成
公司_0,事业部_3,20194050,姓名_7,电动车,已完成
公司_0,事业部_3,20194345,姓名_8,电动车,已完成
公司_0,事业部_4,20194495,姓名_9,电动车,已完成
公司_0,事业部_2,20194607,姓名_11,公共交通,已完成
公司_0,事业部_5,20194625,姓名_12,公共交通,已完成
公司_0,事业部_6,20195008,姓名_13,电动车,已完成
公司_0,事业部_6,20195287,姓名_14,电动车,已完成
公司_0,事业部_2,20195345,姓名_15,公共交通,已完成
公司_0,事业部_5,20195555,姓名_17,公共交通,已完成
公司_0,事业部_7,20196097,姓名_18,电动车,已完成
公司_0,事业部_2,20196112,姓名_19,公共交通,已完成
公司_0,事业部_6,20196165,姓名_20,电动车,已完成
公司_0,事业部_0,20196579,姓名_21,电动车,已完成
公司_0,事业部_8,20197285,姓名_24,电动车,已完成
公司_0,事业部_9,20197620,姓名_25,电动车,已完成
公司_0,事业部_7,20197666,姓名_26,电动车,已完成
公司_0,事业部_8,20197799,姓名_27,电动车,已完成
公司_0,事业部_4,20197909,姓名_28,电动车,已完成
公司_0,事业部_3,20198001,姓名_29,电动车,已完成
公司_0,事业部_9,20198196,姓名_30,公共交通,已完成
公司_0,事业部_2,20198306,姓名_31,公共交通,已完成
公司_0,事业部_2,20198491,姓名_32,汽车,已完成
公司_0,事业部_10,20198617,姓名_33,电动车,已完成
公司_0,事业部_12,20198697,姓名_35,电动车,已完成
公司_0,事业部_8,20198720,姓名_36,电动车,已完成
公司_0,事业部_8,20198854,姓名_38,电动车,已完成
公司_0,事业部_6,20198874,姓名_39,电动车,已完成
公司_0,事业部_6,20199154,姓名_41,电动车,已完成
公司_0,事业部_12,20199237,姓名_42,电动车,已完成
公司_0,事业部_9,20199238,姓名_43,电动车,已完成
公司_0,事业部_1,20199362,姓名_45,电动车,已完成
公司_0,事业部_12,20199371,姓名_46,电动车,已完成
公司_0,事业部_0,20199416,姓名_47,电动车,已完成
公司_0,事业部_5,20199500,姓名_48,公共交通,已完成
公司_0,事业部_6,20199714,姓名_50,电动车,已完成
公司_0,事业部_0,20199777,姓名_51,电动车,已完成
公司_0,事业部_13,20199797,姓名_52,电动车,已完成
公司_0,事业部_2,20199830,姓名_53,公共交通,已完成
公司_0,事业部_2,20199885,姓名_56,公共交通,已完成
公司_0,事业部_9,20199891,姓名_57,电动车,未提交
公司_0,事业部_6,20200055,姓名_59,电动车,已完成
公司_0,事业部_9,20200061,姓名_60,电动车,已完成
公司_0,事业部_11,20200233,姓名_61,公共交通,已完成
公司_0,事业部_1,20200257,姓名_62,电动车,已完成
公司_0,事业部_2,20200440,姓名_63,电动车,已完成
公司_0,事业部_13,20200841,姓名_64,电动车,已完成
公司_0,事业部_13,20200866,姓名_65,电动车,已完成
公司_0,事业部_2,20200931,姓名_66,公共交通,已完成
公司_0,事业部_2,20200994,姓名_67,公共交通,已完成
公司_0,事业部_13,20201142,姓名_68,电动车,已完成
公司_0,事业部_2,20201261,姓名_69,公共交通,已完成
公司_0,事业部_3,20201289,姓名_70,电动车,已完成
公司_0,事业部_2,20201310,姓名_71,公共交通,已完成
公司_0,事业部_6,20201359,姓名_72,电动车,已完成
公司_0,事业部_0,20201389,姓名_73,电动车,已完成
公司_0,事业部_12,20201531,姓名_74,电动车,已完成
公司_0,事业部_0,20201689,姓名_75,电动车,已完成
公司_0,事业部_3,20201989,姓名_76,电动车,已完成
公司_0,事业部_13,20202129,姓名_77,电动车,已完成
公司_0,事业部_2,20202150,姓名_78,电动车,已完成
公司_0,事业部_13,20202398,姓名_79,电动车,已完成
公司_0,事业部_12,20202480,姓名_80,电动车,已完成
公司_0,事业部_2,20202521,姓名_81,公共交通,已完成
公司_0,事业部_3,20202907,姓名_82,电动车,已完成
公司_0,事业部_9,20203508,姓名_84,电动车,已完成
公司_0,事业部_2,20205028,姓名_86,公共交通,已完成
公司_0,事业部_1,20205109,姓名_87,电动车,已完成
公司_0,事业部_2,20205714,姓名_88,公共交通,已完成
公司_0,事业部_2,20206618,姓名_89,公共交通,已完成
公司_0,事业部_4,20206726,姓名_90,电动车,已完成
公司_0,事业部_2,20206998,姓名_91,公共交通,已完成
公司_0,事业部_2,20207524,姓名_92,电动车,已完成
公司_0,事业部_2,20207529,姓名_93,公共交通,已完成
公司_0,事业部_0,20208058,姓名_95,电动车,已完成
公司_0,事业部_13,20209169,姓名_96,电动车,已完成
公司_0,事业部_5,20209211,姓名_97,公共交通,已完成
公司_0,事业部_13,20209872,姓名_99,电动车,已完成
公司_0,事业部_3,20210043,姓名_100,电动车,已完成
公司_0,事业部_12,20210134,姓名_101,电动车,已完成
公司_0,事业部_9,20210646,姓名_102,电动车,已完成
公司_0,事业部_3,20210854,姓名_103,电动车,已完成
公司_0,事业部_3,20210972,姓名_104,电动车,已完成
公司_0,事业部_4,20210975,姓名_105,电动车,已完成
公司_0,事业部_8,20211133,姓名_106,电动车,已完成
公司_0,事业部_2,20211152,姓名_107,公共交通,已完成
公司_0,事业部_7,20213625,姓名_116,电动车,已完成
公司_0,事业部_1,20213646,姓名_117,电动车,已完成
公司_0,事业部_8,20213790,姓名_118,电动车,未提交
公司_0,事业部_12,20213839,姓名_120,电动车,已完成
公司_0,事业部_5,20213959,姓名_123,公共交通,已完成
公司_0,事业部_11,20214023,姓名_124,电动车,已完成
公司_0,事业部_7,20214135,姓名_125,电动车,已完成
公司_0,事业部_4,20214170,姓名_127,电动车,已完成
公司_0,事业部_12,20214265,姓名_129,电动车,已完成
公司_0,事业部_6,20214731,姓名_130,电动车,已完成
公司_0,事业部_2,20215583,姓名_131,公共交通,已完成
公司_0,事业部_2,20215594,姓名_132,公共交通,已完成
公司_0,事业部_5,20215596,姓名_133,公共交通,已完成
公司_0,事业部_9,20217052,姓名_134,公共交通,已完成
公司_0,事业部_6,20217210,姓名_135,电动车,已完成
公司_0,事业部_13,20217514,姓名_136,电动车,已完成
公司_0,事业部_3,20217895,姓名_137,电动车,已完成
公司_0,事业部_13,20218074,姓名_138,电动车,已完成
公司_0,事业部_2,20218267,姓名_139,电动车,已完成
公司_0,事业部_3,20219566,姓名_141,电动车,已完成
公司_0,事业部_11,20220154,姓名_146,公共交通,已完成
公司_0,事业部_3,20220332,姓名_147,电动车,已完成
公司_0,事业部_11,20220490,姓名_148,电动车,已完成
公司_0,事业部_9,20220561,姓名_149,电动车,已完成
公司_0,事业部_9,20220577,姓名_150,电动车,已完成
公司_0,事业部_0,20220593,姓名_152,电动车,已完成
公司_0,事业部_3,20220657,姓名_153,电动车,已完成
公司_0,事业部_6,20220824,姓名_156,电动车,已完成
公司_0,事业部_11,20220964,姓名_157,公共交通,已完成
公司_0,事业部_13,20221092,姓名_158,电动车,已完成
公司_0,事业部_2,20221313,姓名_159,公共交通,已完成
公司_0,事业部_2,20221314,姓名_160,电动车,已完成
公司_0,事业部_3,20221326,姓名_161,电动车,已完成
公司_0,事业部_5,20221625,姓名_162,电动车,已完成
公司_0,事业部_0,20221860,姓名_163,电动车,已完成
公司_0,事业部_3,20221866,姓名_164,电动车,已完成
公司_0,事业部_6,20222405,姓名_166,电动车,已完成
公司_0,事业部_9,20222666,姓名_167,电动车,已完成
公司_0,事业部_11,20222700,姓名_168,公共交通,已完成
公司_0,事业部_13,20222732,姓名_169,电动车,已完成
公司_0,事业部_13,20222735,姓名_170,电动车,已完成
公司_0,事业部_9,20223494,姓名_172,电动车,已完成
公司_0,事业部_1,20223737,姓名_173,电动车,已完成
公司_0,事业部_9,20224180,姓名_175,电动车,已完成
公司_0,事业部_13,20224192,姓名_176,电动车,已完成
公司_0,事业部_13,20224193,姓名_177,电动车,审核待整改
公司_0,事业部_12,20224338,姓名_178,电动车,已完成
公司_0,事业部_1,20224456,姓名_179,电动车,已完成
公司_0,事业部_9,20224747,姓名_180,电动车,已完成
公司_0,事业部_0,20224896,姓名_181,电动车,已完成
公司_0,事业部_9,20227953,姓名_186,电动车,已完成
公司_0,事业部_2,20228046,姓名_187,公共交通,已完成
公司_0,事业部_2,20228055,姓名_188,公共交通,已完成
公司_0,事业部_2,20228638,姓名_190,公共交通,已完成
公司_0,事业部_2,20228985,姓名_191,公共交通,已完成
公司_0,事业部_5,20229159,姓名_193,公共交通,已完成
公司_0,事业部_4,20229318,姓名_194,电动车,已完成
公司_0,事业部_9,20229366,姓名_195,电动车,已完成
公司_0,事业部_0,20229579,姓名_196,电动车,已完成
公司_0,事业部_2,20229645,姓名_197,电动车,已完成
公司_0,事业部_4,20229792,姓名_198,电动车,已完成
公司_0,事业部_13,20229863,姓名_199,电动车,已完成
公司_0,事业部_9,20229869,姓名_200,电动车,待审核
公司_0,事业部_12,20230206,姓名_201,电动车,已完成
公司_0,事业部_7,20230256,姓名_204,电动车,已完成
公司_0,事业部_0,20230355,姓名_206,电动车,已完成
公司_0,事业部_2,20230378,姓名_207,公共交通,已完成
公司_0,事业部_4,20230393,姓名_209,汽车,已完成
公司_0,事业部_12,20230690,姓名_221,电动车,已完成
公司_0,事业部_4,20230916,姓名_226,电动车,已完成
公司_0,事业部_12,20231211,姓名_234,电动车,已完成
公司_0,事业部_0,20231212,姓名_235,电动车,已完成
公司_0,事业部_0,20231281,姓名_236,电动车,已完成
公司_0,事业部_11,20231297,姓名_237,电动车,已完成
公司_0,事业部_5,20231379,姓名_238,电动车,已完成
公司_0,事业部_5,20231479,姓名_241,公共交通,已完成
公司_0,事业部_4,20231516,姓名_242,电动车,已完成
公司_0,事业部_0,20231580,姓名_243,电动车,已完成
公司_0,事业部_6,20231597,姓名_244,电动车,已完成
公司_0,事业部_13,20231626,姓名_245,电动车,已完成
公司_0,事业部_3,20231647,姓名_247,电动车,已完成
公司_0,事业部_0,20231703,姓名_248,电动车,已完成
公司_0,事业部_1,20231927,姓名_249,电动车,已完成
公司_0,事业部_4,20231941,姓名_250,电动车,已完成
公司_0,事业部_6,20231955,姓名_252,电动车,已完成
公司_0,事业部_8,20231963,姓名_253,公共交通,未提交
公司_0,事业部_6,20232040,姓名_255,电动车,已完成
公司_0,事业部_5,20232075,姓名_256,公共交通,已完成
公司_0,事业部_9,20232134,姓名_257,电动车,已完成
公司_0,事业部_7,20232161,姓名_258,电动车,已完成
公司_0,事业部_7,20232163,姓名_259,电动车,已完成
公司_0,事业部_7,20232172,姓名_260,电动车,已完成
公司_0,事业部_6,20232325,姓名_263,电动车,已完成
公司_0,事业部_13,20232346,姓名_265,电动车,已完成
公司_0,事业部_3,20232457,姓名_266,电动车,已完成
公司_0,事业部_6,20232458,姓名_267,电动车,已完成
公司_0,事业部_6,20232559,姓名_269,电动车,已完成
公司_0,事业部_8,20232722,姓名_272,汽车,已完成
公司_0,事业部_11,20232815,姓名_273,电动车,已完成
公司_0,事业部_2,20232863,姓名_275,电动车,已完成
公司_0,事业部_0,20233053,姓名_277,电动车,已完成
公司_0,事业部_4,20233308,姓名_280,电动车,已完成
公司_0,事业部_11,20233360,姓名_281,公共交通,已完成
公司_0,事业部_1,20233384,姓名_282,电动车,已完成
公司_0,事业部_9,20233403,姓名_283,电动车,已完成
公司_0,事业部_12,20233623,姓名_288,电动车,已完成
公司_0,事业部_10,20233636,姓名_289,电动车,已完成
公司_0,事业部_3,20233697,姓名_291,电动车,已完成
公司_0,事业部_9,20233812,姓名_295,电动车,已完成
公司_0,事业部_12,20233826,姓名_296,电动车,已完成
公司_0,事业部_9,20233844,姓名_297,电动车,已完成
公司_0,事业部_11,20233918,姓名_298,公共交通,已完成
公司_0,事业部_11,20233927,姓名_299,电动车,已完成
公司_0,事业部_9,20233945,姓名_300,电动车,已完成
公司_0,事业部_10,20234010,姓名_302,电动车,已完成
公司_0,事业部_12,20234038,姓名_61,电动车,已完成
公司_0,事业部_12,20234039,姓名_304,电动车,已完成
公司_0,事业部_3,20234169,姓名_225,电动车,已完成
公司_0,事业部_13,20234179,姓名_309,电动车,已完成
公司_0,事业部_11,20234180,姓名_310,公共交通,已完成
公司_0,事业部_6,20234182,姓名_311,电动车,已完成
公司_0,事业部_5,20234392,姓名_314,公共交通,已完成
公司_0,事业部_13,20234402,姓名_315,电动车,已完成
公司_0,事业部_6,20234429,姓名_316,电动车,已完成
公司_0,事业部_2,20234470,姓名_317,公共交通,已完成
公司_0,事业部_3,20234527,姓名_318,电动车,已完成
公司_0,事业部_3,20234531,姓名_319,电动车,已完成
公司_0,事业部_13,20234685,姓名_326,电动车,已完成
公司_0,事业部_5,20234717,姓名_327,公共交通,已完成
公司_0,事业部_12,20234771,姓名_328,汽车,已完成
公司_0,事业部_13,20234853,姓名_332,电动车,已完成
公司_0,事业部_0,20234893,姓名_334,电动车,已完成
公司_0,事业部_12,20234917,姓名_335,电动车,已完成
公司_0,事业部_6,20235149,姓名_337,电动车,已完成
公司_0,事业部_0,20235187,姓名_339,电动车,已完成
公司_0,事业部_8,20235193,姓名_340,公共交通,已完成
公司_0,事业部_5,20235282,姓名_341,电动车,已完成
公司_0,事业部_4,20235329,姓名_343,电动车,已完成
公司_0,事业部_4,20235330,姓名_344,电动车,已完成
公司_0,事业部_3,20235346,姓名_345,电动车,已完成
公司_0,事业部_9,20235377,姓名_348,电动车,已完成
公司_0,事业部_6,20235820,姓名_349,电动车,已完成
公司_0,事业部_13,20236117,姓名_350,电动车,已完成
公司_0,事业部_8,20236409,姓名_351,电动车,已完成
公司_0,事业部_1,20236590,姓名_353,电动车,已完成
公司_0,事业部_2,20236655,姓名_354,公共交通,已完成
公司_0,事业部_2,20236835,姓名_355,公共交通,已完成
公司_0,事业部_9,20237541,姓名_358,电动车,已完成
公司_0,事业部_5,20237662,姓名_359,公共交通,已完成
公司_0,事业部_2,20237690,姓名_360,公共交通,已完成
公司_0,事业部_9,20237758,姓名_361,电动车,已完成
公司_0,事业部_2,20238150,姓名_362,公共交通,已完成
公司_0,事业部_5,20238398,姓名_363,公共交通,已完成
公司_0,事业部_5,20238971,姓名_366,电动车,已完成
公司_0,事业部_9,20238993,姓名_367,公共交通,已完成
公司_0,事业部_2,20239296,姓名_369,公共交通,已完成
公司_0,事业部_5,20239541,姓名_370,公共交通,已完成
公司_0,事业部_6,20239577,姓名_372,公共交通,已完成
公司_0,事业部_0,20239787,姓名_373,电动车,已完成
公司_0,事业部_0,20240061,姓名_374,电动车,已完成
公司_0,事业部_12,20240247,姓名_376,电动车,已完成
公司_0,事业部_5,20240401,姓名_379,公共交通,已完成
公司_0,事业部_2,20240609,姓名_381,公共交通,已完成
公司_0,事业部_3,20240664,姓名_382,电动车,已完成
公司_0,事业部_12,20240693,姓名_383,电动车,已完成
公司_0,事业部_0,20240703,姓名_385,公共交通,已完成
公司_0,事业部_0,20240729,姓名_386,电动车,已完成
公司_0,事业部_5,20240801,姓名_388,电动车,已完成
公司_0,事业部_13,20240891,姓名_393,电动车,已完成
公司_0,事业部_2,20240902,姓名_394,公共交通,已完成
公司_0,事业部_4,20240988,姓名_396,电动车,已完成
公司_0,事业部_13,20241115,姓名_401,电动车,已完成
公司_0,事业部_11,20241143,姓名_403,公共交通,已完成
公司_0,事业部_13,20241215,姓名_405,电动车,已完成
公司_0,事业部_3,20241334,姓名_411,电动车,已完成
公司_0,事业部_0,20241411,姓名_414,电动车,已完成
公司_0,事业部_0,20241444,姓名_419,电动车,已完成
公司_0,事业部_5,20241480,姓名_421,公共交通,已完成
公司_0,事业部_3,20241634,姓名_428,电动车,已完成
公司_0,事业部_3,20241677,姓名_429,电动车,已完成
公司_0,事业部_12,20241705,姓名_431,电动车,已完成
公司_0,事业部_7,20242068,姓名_441,电动车,已完成
公司_0,事业部_0,20242099,姓名_442,电动车,已完成
公司_0,事业部_4,20242225,姓名_445,电动车,已完成
公司_0,事业部_8,20242313,姓名_446,电动车,已完成
公司_0,事业部_11,20242378,姓名_447,电动车,已完成
